Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears
35,No,Travel_Rarely,,Research & Development,2,Master,Life Sciences,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,2,Y,No,18,3,2,1,15
33,No,Travel_Frequently,515,Research & Development,1,Bachelor,Life Sciences,73,1,Female,98,3,3,Research Director,4,Single,13458,1,Y,Yes,12,3,3,0,15
38,No,Travel_Rarely,1333,Research & Development,1,Master,Technical Degree,950,4,Female,80,3,3,Research Director,1,Married,13582,1,Y,No,13,3,2,1,15
37,No,Non-Travel,728,Research & Development,1,PhD,Medical,380,1,Female,80,3,3,Research Director,4,Divorced,13603,2,Y,Yes,18,3,1,2,15
33,No,Travel_Rarely,117,Research & Development,9,Master,Medical,1238,1,Male,60,3,1,Research Scientist,4,Married,2781,0,Y,No,13,3,2,1,15
37,No,Non-Travel,1063,Research & Development,25,Post-Doc,Medical,529,2,Female,72,3,2,Research Scientist,3,Married,4449,3,Y,Yes,15,3,1,2,15
36,No,Travel_Rarely,430,Research & Development,2,PhD,Other,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,4,Y,Yes,22,4,4,1,15
34,No,Non-Travel,1375,Sales,10,Master,Life Sciences,1774,4,Male,87,3,2,Sales Executive,3,Divorced,4001,1,Y,Yes,14,3,3,1,15
35,No,Travel_Rarely,619,Sales,1,Master,Marketing,600,2,Male,85,3,2,Sales Executive,3,Married,4717,9,Y,No,11,3,3,0,15
34,No,Travel_Rarely,1326,Sales,3,Master,Other,1478,4,Male,81,1,2,Sales Executive,1,Single,4759,3,Y,No,18,3,4,0,15
36,No,Non-Travel,301,Sales,15,PhD,Marketing,2036,4,Male,88,1,2,Sales Executive,4,Divorced,5406,1,Y,No,24,4,1,1,15
48,No,Travel_Rarely,,Sales,7,Master,Marketing,1466,3,Male,96,3,2,Sales Executive,1,Divorced,5486,4,Y,No,11,3,1,3,15
45,No,Non-Travel,1050,Sales,9,PhD,Life Sciences,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,1,Y,No,13,3,4,1,15
40,No,Travel_Rarely,444,Sales,2,Bachelor,Marketing,1986,2,Female,92,3,2,Sales Executive,2,Married,5677,3,Y,No,14,3,3,1,15
36,No,Travel_Rarely,,Sales,1,PhD,Life Sciences,1585,2,Female,73,3,2,Sales Executive,3,Single,6815,6,Y,No,13,3,1,0,15
35,No,Travel_Rarely,1361,Sales,17,PhD,Life Sciences,1218,3,Male,94,3,2,Sales Executive,1,Married,8966,3,Y,Yes,15,3,4,3,15
46,No,Travel_Rarely,1125,Sales,10,Master,Marketing,580,3,Female,94,2,3,Sales Executive,4,Married,9071,2,Y,Yes,19,3,3,1,15
36,No,Travel_Rarely,1174,Sales,3,PhD,Marketing,1425,1,Female,99,3,2,Sales Executive,2,Single,9278,3,Y,Yes,16,3,4,0,15
35,Yes,Travel_Rarely,737,Sales,10,Master,Medical,1639,4,Male,55,2,3,Sales Executive,1,Married,10306,9,Y,No,17,3,3,0,15
53,Yes,Travel_Rarely,1168,Sales,24,PhD,Life Sciences,1968,1,Male,66,3,3,Sales Executive,1,Single,10448,6,Y,Yes,13,3,2,0,15
40,No,Travel_Rarely,630,Sales,4,PhD,Marketing,215,3,Male,67,2,3,Sales Executive,4,Married,10855,7,Y,No,11,3,1,1,15
35,No,Non-Travel,,Research & Development,2,PhD,Life Sciences,771,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,2,Y,No,11,3,1,1,16
35,No,Travel_Rarely,583,Research & Development,25,PhD,Medical,1014,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,1,Y,Yes,11,3,3,1,16
46,No,Travel_Rarely,,Human Resources,5,Bachelor,Medical,103,2,Male,80,3,2,Human Resources,2,Divorced,5021,8,Y,Yes,22,4,4,1,16
54,No,Travel_Rarely,397,Human Resources,19,PhD,Medical,698,3,Male,88,3,3,Human Resources,2,Married,10725,2,Y,No,15,3,3,1,16
36,No,Travel_Rarely,,Research & Development,2,PhD,Medical,958,3,Male,79,3,1,Laboratory Technician,3,Single,2519,4,Y,No,21,4,3,0,16
36,No,Travel_Rarely,1403,Research & Development,6,Master,Life Sciences,373,4,Male,47,3,1,Laboratory Technician,4,Married,3210,0,Y,No,11,3,3,1,16
42,No,Travel_Rarely,188,Research & Development,29,Master,Medical,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,4,Y,No,19,3,1,0,16
36,No,Travel_Rarely,1396,Research & Development,5,Bachelor,Life Sciences,304,4,Male,62,3,2,Laboratory Technician,2,Single,5914,8,Y,No,16,3,4,0,16
41,No,Travel_Rarely,,Sales,6,Master,Life Sciences,298,4,Female,75,3,3,Manager,4,Single,13591,3,Y,Yes,18,3,3,0,16
49,No,Travel_Rarely,470,Research & Development,20,PhD,Medical,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567,1,Y,No,14,3,3,0,16
44,No,Travel_Frequently,1193,Research & Development,2,High School,Medical,1496,2,Male,86,3,3,Manufacturing Director,3,Single,10209,5,Y,Yes,18,3,2,0,16
35,No,Travel_Rarely,672,Research & Development,25,Master,Technical Degree,899,4,Male,78,2,3,Manufacturing Director,2,Married,10903,3,Y,No,16,3,1,0,16
51,No,Travel_Rarely,1469,Research & Development,8,PhD,Life Sciences,296,2,Male,81,2,3,Research Director,2,Married,12490,5,Y,No,16,3,4,2,16
54,No,Travel_Rarely,1217,Research & Development,2,PhD,Technical Degree,126,1,Female,60,3,3,Research Director,3,Married,13549,9,Y,No,12,3,1,1,16
37,No,Travel_Rarely,397,Research & Development,7,PhD,Medical,102,1,Male,30,3,3,Research Director,3,Single,13664,4,Y,No,13,3,1,0,16
37,No,Travel_Rarely,161,Research & Development,10,Master,Life Sciences,2017,3,Female,42,4,3,Research Director,4,Married,13744,1,Y,Yes,25,4,1,1,16
40,No,Non-Travel,218,Research & Development,8,High School,Medical,1468,4,Male,55,2,3,Research Director,2,Divorced,13757,2,Y,No,11,3,3,1,16
42,No,Travel_Rarely,,Research & Development,23,Post-Doc,Life Sciences,468,1,Female,44,3,4,Research Director,4,Single,15992,2,Y,No,14,3,2,0,16
34,No,Travel_Frequently,,Research & Development,15,Master,Medical,1485,2,Male,71,3,4,Research Director,1,Divorced,17007,7,Y,No,14,3,4,2,16
37,No,Travel_Rarely,,Research & Development,7,PhD,Medical,1885,4,Male,78,3,2,Research Scientist,1,Married,4284,5,Y,Yes,22,4,3,1,16
40,No,Travel_Frequently,,Research & Development,26,Bachelor,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,3,Y,Yes,13,3,4,1,16
34,No,Travel_Rarely,665,Research & Development,6,PhD,Other,138,1,Female,41,3,2,Research Scientist,3,Single,4809,1,Y,No,14,3,3,0,16
35,No,Travel_Rarely,,Research & Development,18,Post-Doc,Life Sciences,1621,2,Male,48,4,2,Research Scientist,1,Married,5208,1,Y,No,11,3,4,0,16
47,No,Non-Travel,1169,Research & Development,14,PhD,Technical Degree,1934,3,Male,64,3,2,Research Scientist,2,Married,5467,8,Y,No,18,3,3,1,16
34,No,Travel_Frequently,735,Research & Development,22,PhD,Other,1932,3,Male,86,2,2,Research Scientist,4,Married,5747,1,Y,Yes,15,3,2,0,16
35,No,Travel_Rarely,,Sales,1,PhD,Marketing,100,3,Male,32,2,2,Sales Executive,1,Single,4312,0,Y,No,14,3,2,0,16
38,No,Travel_Rarely,1321,Sales,1,PhD,Life Sciences,1995,4,Male,86,3,2,Sales Executive,2,Married,4440,0,Y,No,15,3,1,2,16
34,Yes,Travel_Rarely,,Sales,24,PhD,Medical,1489,1,Female,40,2,2,Sales Executive,2,Single,4599,0,Y,Yes,23,4,3,0,16
54,No,Travel_Rarely,1147,Sales,3,Master,Marketing,303,4,Female,52,3,2,Sales Executive,1,Married,5940,2,Y,No,14,3,4,1,16
36,Yes,Travel_Rarely,1456,Sales,13,Post-Doc,Marketing,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,5,Y,Yes,13,3,2,3,16
41,No,Non-Travel,267,Sales,10,Bachelor,Life Sciences,599,4,Male,56,3,2,Sales Executive,4,Single,6230,7,Y,No,14,3,4,0,16
50,No,Travel_Frequently,,Sales,12,Master,Marketing,174,3,Female,77,3,3,Sales Executive,4,Single,9208,4,Y,No,11,3,4,0,16
36,No,Travel_Frequently,541,Sales,3,PhD,Medical,481,1,Male,48,2,3,Sales Executive,4,Married,9699,4,Y,No,11,3,1,1,16
34,No,Travel_Rarely,216,Sales,1,PhD,Marketing,1047,2,Male,75,4,2,Sales Executive,4,Divorced,9725,0,Y,No,11,3,4,1,16
36,Yes,Travel_Rarely,530,Sales,3,High School,Life Sciences,967,3,Male,51,2,3,Sales Executive,4,Married,10325,1,Y,Yes,11,3,1,1,16
35,No,Non-Travel,1212,Sales,8,Bachelor,Marketing,1243,3,Female,78,2,3,Sales Executive,4,Married,10377,4,Y,Yes,11,3,2,1,16
52,No,Non-Travel,585,Sales,29,PhD,Life Sciences,2019,1,Male,40,3,1,Sales Representative,4,Divorced,3482,2,Y,No,15,3,2,2,16
37,No,Non-Travel,1040,Research & Development,2,Bachelor,Life Sciences,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,5,Y,No,14,3,4,1,17
36,No,Travel_Rarely,1299,Research & Development,27,Master,Medical,13,3,Male,94,3,2,Healthcare Representative,3,Married,5237,6,Y,No,13,3,2,2,17
55,No,Travel_Frequently,135,Research & Development,18,PhD,Medical,1034,3,Male,62,3,2,Healthcare Representative,2,Married,6385,3,Y,Yes,14,3,4,2,17
36,No,Travel_Rarely,,Research & Development,14,High School,Life Sciences,924,3,Male,68,3,2,Healthcare Representative,4,Married,6586,0,Y,Yes,17,3,1,1,17
38,Yes,Travel_Rarely,1180,Research & Development,29,High School,Medical,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673,7,Y,Yes,19,3,2,0,17
46,No,Travel_Rarely,644,Research & Development,1,PhD,Medical,288,4,Male,97,3,3,,1,Divorced,9396,7,Y,No,16,3,3,1,17
36,No,Travel_Rarely,,Research & Development,8,Master,Technical Degree,83,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,1,Y,No,13,3,2,3,17
44,No,Non-Travel,489,Research & Development,23,Master,Medical,132,2,Male,67,3,2,Laboratory Technician,2,Married,2042,4,Y,No,12,3,3,1,17
36,No,Travel_Frequently,,Research & Development,23,Bachelor,Medical,2061,3,Male,41,4,2,Laboratory Technician,4,Married,2571,4,Y,No,17,3,3,1,17
49,No,Travel_Rarely,464,Research & Development,16,Master,Medical,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,4,Y,Yes,16,3,2,1,17
37,No,Travel_Rarely,,Research & Development,10,Master,Medical,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,6,Y,No,20,4,2,1,17
42,No,Travel_Rarely,,Research & Development,3,Master,Life Sciences,894,3,Female,95,4,2,Laboratory Technician,4,Married,5231,2,Y,Yes,13,3,2,1,17
38,No,Travel_Frequently,240,Research & Development,2,PhD,Life Sciences,803,1,Female,75,4,2,Manufacturing Director,1,Single,5980,6,Y,Yes,12,3,4,0,17
35,No,Travel_Rarely,1370,Research & Development,27,PhD,Life Sciences,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883,2,Y,No,16,3,2,1,17
35,No,Travel_Rarely,1296,Research & Development,5,PhD,Technical Degree,464,3,Male,62,3,3,Manufacturing Director,2,Single,8095,0,Y,No,13,3,4,0,17
37,Yes,Travel_Frequently,504,Research & Development,10,Master,Medical,342,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,6,Y,No,11,3,2,2,17
35,No,Travel_Rarely,,Research & Development,7,Master,Other,845,3,Male,59,3,3,Manufacturing Director,3,Single,10221,3,Y,No,21,4,2,0,17
36,No,Travel_Rarely,363,Research & Development,1,Master,Technical Degree,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,2,Y,Yes,21,4,3,1,17
35,No,Travel_Rarely,607,Research & Development,9,Master,Life Sciences,880,4,Female,66,2,3,Manufacturing Director,3,Married,10685,1,Y,Yes,20,4,2,1,17
45,No,Travel_Rarely,193,Research & Development,6,PhD,Other,101,4,Male,52,3,3,Research Director,1,Married,13245,4,Y,Yes,14,3,2,0,17
37,No,Travel_Rarely,1372,Research & Development,1,Master,Life Sciences,391,4,Female,42,3,1,Research Scientist,4,Single,,1,Y,No,12,3,2,0,17
41,No,Travel_Rarely,,Research & Development,19,Bachelor,Life Sciences,334,3,Male,36,3,2,Research Scientist,1,Divorced,3072,2,Y,No,16,3,1,2,17
47,No,Travel_Rarely,465,Research & Development,1,Master,Technical Degree,1438,1,Male,74,3,1,Research Scientist,4,Married,3420,7,Y,No,12,3,3,1,17
37,No,Travel_Rarely,1017,Research & Development,1,Bachelor,Medical,340,3,Female,83,2,1,Research Scientist,1,Married,3920,2,Y,No,14,3,1,1,17
38,No,Non-Travel,573,Research & Development,6,Master,Medical,107,2,Female,79,1,2,Research Scientist,4,Divorced,5329,7,Y,Yes,12,3,4,3,17
35,No,Travel_Rarely,1017,Research & Development,6,PhD,Life Sciences,691,2,Male,82,1,2,Research Scientist,4,Single,6646,1,Y,No,13,3,2,0,17
36,No,Travel_Frequently,607,Sales,7,Master,Marketing,1362,1,Female,83,4,2,Sales Executive,1,Married,4639,2,Y,No,16,3,4,1,17
49,No,Travel_Frequently,1023,Sales,2,Master,Medical,2065,4,Male,63,2,2,Sales Executive,2,Married,5390,2,Y,No,14,3,4,0,17
39,No,Travel_Rarely,1329,Sales,4,PhD,Life Sciences,182,4,Female,47,2,2,Sales Executive,3,Married,5902,4,Y,No,14,3,3,1,17
37,No,Travel_Rarely,558,Sales,2,Master,Marketing,656,4,Male,75,3,2,Sales Executive,3,Married,9602,4,Y,Yes,11,3,3,1,17
38,No,Travel_Rarely,119,Sales,3,Master,Life Sciences,307,1,Male,76,3,3,Sales Executive,3,Divorced,10609,0,Y,No,12,3,3,2,17
37,Yes,Travel_Rarely,625,Sales,1,PhD,Life Sciences,970,1,Male,46,2,3,Sales Executive,3,Married,10609,5,Y,No,11,3,3,0,17
36,No,Travel_Rarely,530,Sales,2,PhD,Life Sciences,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,3,Y,No,15,3,3,0,17
38,No,Travel_Rarely,1495,Research & Development,10,Master,Medical,634,3,Female,76,3,2,Healthcare Representative,3,Married,9824,3,Y,No,19,3,3,1,18
52,No,Travel_Rarely,994,Research & Development,7,PhD,Life Sciences,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445,7,Y,No,19,3,4,0,18
36,Yes,Travel_Rarely,,Research & Development,16,PhD,Life Sciences,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,1,Y,No,16,3,3,0,18
37,No,Travel_Rarely,1107,Research & Development,14,Master,Life Sciences,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,1,Y,No,12,3,3,1,18
37,No,Travel_Rarely,1305,Research & Development,10,PhD,Life Sciences,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,2,Y,Yes,12,3,4,0,18
36,No,Travel_Frequently,688,Research & Development,4,Bachelor,Life Sciences,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,7,Y,No,13,3,2,3,18
36,No,Travel_Rarely,429,Research & Development,2,PhD,Life Sciences,1294,3,Female,53,3,2,Manufacturing Director,2,Single,5410,9,Y,Yes,11,3,4,0,18
40,No,Travel_Rarely,369,Research & Development,8,Bachelor,Life Sciences,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516,2,Y,Yes,16,3,2,1,18
36,No,Non-Travel,217,Research & Development,18,PhD,Life Sciences,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,2,Y,No,20,4,1,0,18
40,No,Travel_Rarely,448,Research & Development,16,Master,Life Sciences,1641,3,Female,84,3,3,Manufacturing Director,4,Single,7945,6,Y,Yes,15,3,4,0,18
40,No,Travel_Rarely,,Research & Development,15,Master,Life Sciences,1628,1,Female,80,2,3,Manufacturing Director,3,Married,10435,1,Y,No,13,3,4,2,18
51,Yes,Travel_Frequently,1150,Research & Development,8,PhD,Life Sciences,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650,2,Y,No,15,3,4,0,18
43,No,Travel_Frequently,1082,Research & Development,27,Master,Life Sciences,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820,8,Y,No,11,3,3,1,18
42,No,Travel_Rarely,1396,Research & Development,6,Master,Medical,1911,3,Male,83,3,3,Research Director,1,Married,13348,9,Y,No,13,3,2,1,18
42,No,Travel_Rarely,603,Research & Development,7,PhD,Medical,1292,2,Female,78,4,2,Research Scientist,2,Married,2372,6,Y,Yes,16,3,4,0,18
51,Yes,Travel_Rarely,1323,Research & Development,4,PhD,Life Sciences,1081,1,Male,34,3,1,Research Scientist,3,Married,2461,9,Y,Yes,12,3,3,3,18
56,No,Travel_Frequently,,Research & Development,9,Master,Medical,1071,1,Female,63,3,1,Research Scientist,3,Married,2942,2,Y,No,19,3,2,1,18
39,No,Travel_Rarely,116,Research & Development,24,High School,Life Sciences,2014,1,Male,52,3,2,Research Scientist,4,Single,4108,7,Y,No,13,3,1,0,18
43,No,Travel_Frequently,,Research & Development,28,Master,Medical,171,2,Female,72,4,1,Research Scientist,3,Single,4739,4,Y,No,12,3,4,0,18
52,No,Travel_Rarely,,Research & Development,6,Bachelor,Technical Degree,630,4,Male,78,3,2,Research Scientist,1,Divorced,5577,3,Y,Yes,12,3,2,2,18
51,No,Travel_Rarely,1178,Sales,14,Bachelor,Life Sciences,500,3,Female,87,3,2,Sales Executive,4,Married,4936,4,Y,No,11,3,3,1,18
36,No,Travel_Rarely,,Sales,1,Bachelor,Life Sciences,857,2,Male,56,3,2,Sales Executive,4,Married,6201,1,Y,Yes,14,3,4,1,18
48,No,Travel_Rarely,492,Sales,16,PhD,Life Sciences,1557,3,Female,96,3,2,Sales Executive,3,Divorced,6439,8,Y,No,14,3,3,1,18
50,Yes,Travel_Frequently,562,Sales,8,Bachelor,Technical Degree,723,2,Male,50,3,2,Sales Executive,3,Married,6796,3,Y,Yes,14,3,1,1,18
53,No,Travel_Rarely,238,Sales,1,High School,Medical,682,4,Female,34,3,2,Sales Executive,1,Single,8381,7,Y,No,20,4,4,0,18
45,No,Travel_Rarely,,Sales,9,Master,Marketing,864,4,Male,74,3,3,Sales Executive,1,Divorced,10761,4,Y,Yes,12,3,3,1,18
43,No,Travel_Rarely,415,Sales,25,Master,Medical,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5,Y,No,13,3,3,1,18
48,No,Travel_Rarely,277,Research & Development,6,Master,Life Sciences,1022,1,Male,97,2,2,Healthcare Representative,3,Single,4240,2,Y,No,13,3,4,0,19
46,No,Travel_Rarely,717,Research & Development,13,PhD,Life Sciences,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562,6,Y,No,14,3,4,0,19
39,No,Travel_Rarely,1132,Research & Development,1,Master,Medical,417,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,0,Y,No,17,3,1,3,19
60,No,Travel_Rarely,370,Research & Development,1,PhD,Medical,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,3,Y,No,20,4,3,1,19
37,No,Travel_Rarely,,Human Resources,8,Bachelor,Other,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,2,Y,No,13,3,3,0,19
53,No,Travel_Rarely,346,Research & Development,6,Master,Life Sciences,769,4,Male,86,3,2,Laboratory Technician,4,Single,2450,2,Y,No,17,3,4,0,19
44,Yes,Travel_Frequently,,Research & Development,24,Master,Life Sciences,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,3,Y,Yes,22,4,4,1,19
54,No,Travel_Rarely,548,Research & Development,8,PhD,Life Sciences,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,7,Y,No,11,3,3,0,19
46,No,Travel_Rarely,1485,Research & Development,18,Master,Medical,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,2,Y,No,14,3,3,1,19
38,No,Travel_Rarely,,Research & Development,25,Bachelor,Life Sciences,421,1,Female,81,2,3,Research Director,2,Married,12061,3,Y,No,17,3,3,1,19
50,No,Travel_Rarely,,Research & Development,17,Post-Doc,Life Sciences,1656,4,Female,50,2,3,Research Director,1,Divorced,13269,5,Y,No,15,3,3,3,19
55,No,Travel_Rarely,,Research & Development,2,PhD,Technical Degree,1873,2,Male,98,2,1,Research Scientist,4,Married,,8,Y,No,20,4,2,1,19
56,No,Travel_Rarely,713,Research & Development,8,Master,Life Sciences,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257,4,Y,Yes,18,3,3,1,19
38,No,Travel_Rarely,364,Research & Development,3,Post-Doc,Technical Degree,193,4,Female,32,3,2,Research Scientist,3,Single,4317,3,Y,Yes,20,4,2,0,19
42,No,Travel_Frequently,532,Research & Development,29,Bachelor,Life Sciences,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,2,Y,No,11,3,2,1,19
46,No,Travel_Rarely,1003,Research & Development,8,PhD,Life Sciences,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,8,Y,Yes,23,4,1,3,19
38,No,Travel_Frequently,1189,Research & Development,1,Master,Life Sciences,1668,4,Male,90,3,2,Research Scientist,4,Married,4735,7,Y,No,15,3,4,2,19
41,No,Non-Travel,256,Sales,10,Bachelor,Medical,1329,3,Male,40,1,2,Sales Executive,2,Single,6151,1,Y,No,13,3,1,0,19
50,No,Non-Travel,145,Sales,1,Master,Life Sciences,1040,4,Female,95,3,2,Sales Executive,3,Married,6347,0,Y,No,12,3,1,1,19
38,No,Travel_Rarely,1035,Sales,3,PhD,Life Sciences,1036,2,Male,42,3,2,Sales Executive,4,Single,6861,8,Y,Yes,12,3,3,0,19
39,Yes,Travel_Rarely,,Sales,5,Master,Technical Degree,42,4,Male,56,3,2,Sales Representative,4,Married,2086,3,Y,No,14,3,3,1,19
48,Yes,Travel_Frequently,708,Sales,7,Bachelor,Medical,1691,4,Female,95,3,1,Sales Representative,3,Married,2655,2,Y,Yes,11,3,3,2,19
39,No,Travel_Rarely,408,Research & Development,2,PhD,Technical Degree,721,4,Female,80,2,2,,3,Single,4553,1,Y,No,11,3,1,0,20
49,No,Travel_Rarely,1495,Research & Development,5,PhD,Technical Degree,1473,1,Male,96,3,2,Healthcare Representative,3,Married,6651,2,Y,No,14,3,2,1,20
38,No,Travel_Rarely,330,Research & Development,17,High School,Life Sciences,1088,3,Female,65,2,3,,3,Married,8823,0,Y,No,18,3,1,1,20
50,No,Travel_Rarely,1046,Research & Development,10,Master,Technical Degree,491,4,Male,100,2,3,Healthcare Representative,4,Single,10496,6,Y,No,15,3,4,0,20
39,No,Travel_Frequently,505,Research & Development,2,PhD,Technical Degree,343,3,Female,64,3,3,Healthcare Representative,3,Single,10938,0,Y,No,25,4,4,0,20
45,No,Travel_Rarely,194,Research & Development,9,Master,Life Sciences,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,,8,Y,No,18,3,3,1,20
50,No,Travel_Rarely,1207,Research & Development,28,High School,Medical,716,4,Male,74,4,1,Laboratory Technician,3,Married,3221,1,Y,Yes,11,3,3,3,20
40,No,Travel_Rarely,555,Research & Development,2,Master,Medical,521,2,Female,78,2,2,Laboratory Technician,3,Married,3448,6,Y,No,22,4,2,1,20
49,Yes,Travel_Frequently,1475,Research & Development,28,Bachelor,Life Sciences,1420,1,Male,97,2,2,Laboratory Technician,1,Single,4284,3,Y,No,20,4,1,0,20
41,No,Travel_Rarely,263,Research & Development,6,Master,Medical,957,4,Male,59,3,1,Laboratory Technician,1,Single,4721,2,Y,Yes,13,3,3,0,20
47,No,Travel_Frequently,1379,Research & Development,16,PhD,Medical,987,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,1,Y,Yes,19,3,3,0,20
47,No,Travel_Rarely,,Research & Development,2,Bachelor,Medical,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,5,Y,No,13,3,3,3,20
42,No,Travel_Frequently,458,Research & Development,26,Post-Doc,Medical,1242,1,Female,60,3,3,Research Director,1,Married,13191,3,Y,Yes,17,3,3,0,20
38,No,Travel_Rarely,201,Research & Development,10,Master,Medical,2015,2,Female,99,1,3,Research Director,3,Married,13206,3,Y,No,12,3,1,1,20
40,No,Travel_Frequently,593,Research & Development,9,PhD,Medical,1166,2,Female,88,3,3,Research Director,3,Single,13499,9,Y,No,17,3,3,0,20
40,No,Travel_Rarely,1194,Research & Development,2,PhD,Medical,2051,3,Female,98,3,1,Research Scientist,3,Married,2001,2,Y,No,14,3,2,3,20
38,No,Travel_Frequently,1394,Research & Development,8,Master,Medical,1937,4,Female,58,2,2,Research Scientist,2,Divorced,2133,1,Y,Yes,16,3,3,1,20
43,No,Travel_Rarely,,Research & Development,6,Master,Medical,1402,1,Female,73,2,2,Research Scientist,3,Single,4081,1,Y,Yes,14,3,1,0,20
42,No,Non-Travel,335,Research & Development,23,Bachelor,Life Sciences,1976,4,Male,37,2,2,Research Scientist,3,Single,4332,1,Y,No,12,3,4,0,20
44,No,Travel_Rarely,200,Research & Development,29,PhD,Other,1225,4,Male,32,3,2,Research Scientist,4,Single,4541,1,Y,No,25,4,2,0,20
54,No,Travel_Frequently,,Research & Development,20,PhD,Life Sciences,450,4,Female,31,3,2,Research Scientist,3,Single,4869,3,Y,No,12,3,4,0,20
40,No,Travel_Frequently,1395,Research & Development,26,Master,Medical,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605,1,Y,No,11,3,1,1,20
42,No,Travel_Rarely,635,Sales,1,High School,Life Sciences,387,2,Male,99,3,2,Sales Executive,3,Married,4907,1,Y,No,25,4,3,0,20
47,No,Travel_Rarely,703,Sales,14,PhD,Marketing,728,4,Male,42,3,2,Sales Executive,1,Single,4960,2,Y,No,12,3,4,0,20
59,No,Travel_Frequently,,Sales,1,High School,Life Sciences,91,1,Female,57,2,2,Sales Executive,3,Single,5473,7,Y,No,11,3,4,0,20
40,No,Travel_Frequently,580,Sales,5,PhD,Life Sciences,729,4,Male,48,2,3,Sales Executive,1,Married,10475,5,Y,Yes,21,4,3,1,20
50,Yes,Travel_Rarely,410,Sales,28,Master,Marketing,2055,4,Male,39,2,3,Sales Executive,1,Divorced,10854,4,Y,Yes,13,3,2,1,20
40,No,Non-Travel,1094,Sales,28,Master,Other,615,3,Male,58,1,3,Sales Executive,1,Divorced,10932,3,Y,No,15,3,3,1,20
38,No,Travel_Rarely,,Sales,1,Master,Life Sciences,1961,1,Male,59,2,1,Sales Representative,1,Single,2858,4,Y,No,14,3,1,0,20
38,No,Travel_Rarely,723,Sales,2,PhD,Marketing,1835,2,Female,77,1,2,Sales Representative,4,Married,5405,2,Y,Yes,20,4,1,2,20
46,No,Travel_Frequently,638,Research & Development,1,Master,Medical,124,3,Male,40,2,3,Healthcare Representative,1,Married,10673,2,Y,Yes,13,3,3,1,21
39,Yes,Travel_Frequently,203,Research & Development,2,Master,Life Sciences,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,7,Y,No,11,3,4,3,21
45,No,Travel_Rarely,1385,Research & Development,20,Bachelor,Medical,372,3,Male,79,3,4,Healthcare Representative,4,Married,13496,0,Y,Yes,14,3,2,0,21
51,No,Travel_Rarely,313,Research & Development,3,Master,Medical,258,4,Female,98,3,4,Healthcare Representative,2,Single,13734,3,Y,No,18,3,3,0,21
